call_id,agent_id,call_category,outcome,duration_seconds,customer_sentiment,agent_performance,resolution_confidence,fm_agent_loop,fm_wrong_escalation,fm_sentiment_mismatch,fm_incomplete_resolution,fm_excessive_duration,total_failures,qa_accuracy,qa_empathy,qa_efficiency,qa_resolution,qa_compliance,qa_total,main_issue,resolution_summary,key_moments,failure_indicators
CALL-00110,AGT-007,billing_dispute,resolved,91,0.0,0.65,0.7,False,False,False,False,True,1,20.0,20.0,6.0,14.0,18.0,78.0,I was promised a discount that never showed up on my invoice.,Thank you for your patience. Is there anything else I can assist with?,none,excessive_latency
CALL-00111,AGT-008,cancellation_request,escalated,50,-0.1,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I need to downgrade or cancel. The cost is too high for what I get.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00112,AGT-009,technical_support,escalated,73,-0.6,0.71,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,My service has been down for three hours. What's going on?,Please hold while I transfer you. Thank you for your patience.,extended_wait,loop_detection_failure
CALL-00113,AGT-010,account_access,escalated,56,-0.1,0.62,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,My account appears to be locked and I don't know why.,Please hold while I transfer you. Thank you for your patience.,wrong_information_given,none
CALL-00114,AGT-003,technical_support,abandoned,55,-1.0,0.2,0.0,True,False,False,False,False,1,16.0,11.6,20.0,0.0,18.0,65.6,The app keeps crashing whenever I try to open it. This is unacceptable.,I'm checking our system status. There's a known outage in your region.,none,customer_abandoned|agent_loop
CALL-00115,AGT-006,billing_dispute,resolved,73,0.325,0.95,0.94,False,False,False,False,False,0,20.0,20.0,20.0,18.8,18.0,96.8,I was charged twice on my last bill and I need this fixed immediately.,Your issue has been addressed. Is there anything else?,duplicate_charge,loop_detection_failure
CALL-00116,AGT-008,product_inquiry,escalated,76,-0.1,0.41,0.58,True,False,False,False,True,2,16.0,19.28,12.0,11.6,15.0,73.88,I want to know if your premium plan includes API access.,Please hold while I transfer you. Thank you for your patience.,agent_loop_detected,agent_loop
CALL-00117,AGT-004,account_access,resolved,54,0.8667,0.98,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,My account was suspended but I haven't violated any terms.,I've resolved that for you. Do you have any other questions?,none,none
CALL-00118,AGT-007,billing_dispute,resolved,40,0.325,1.0,0.86,False,False,False,False,False,0,20.0,20.0,20.0,17.2,18.0,95.2,I was charged twice on my last bill and I need this fixed immediately.,I've resolved that for you. Do you have any other questions?,duplicate_charge,none
CALL-00119,AGT-007,billing_dispute,escalated,62,-1.0,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I was charged twice on my last bill and I need this fixed immediately.,Please hold while I transfer you. Thank you for your patience.,repeat_issue|duplicate_charge,none
CALL-00120,AGT-007,product_inquiry,escalated,68,-0.1,0.41,0.58,True,False,False,False,False,1,11.0,19.28,20.0,11.6,18.0,79.88,I want to know if your premium plan includes API access.,Please hold while I transfer you. Thank you for your patience.,none,loop_detection_failure|wrong_information|agent_loop
CALL-00121,AGT-009,product_inquiry,resolved,45,0.8667,0.62,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,Does your product integrate with Salesforce and HubSpot?,I've noted everything on your account. Is there anything else?,none,none
CALL-00122,AGT-007,account_access,escalated,53,-0.1,0.74,0.74,False,True,False,False,False,1,20.0,20.0,20.0,10.8,14.0,84.8,I lost access to my email so now I can't verify my identity.,Please hold while I transfer you. Thank you for your patience.,wrong_information_given,none
CALL-00123,AGT-001,product_inquiry,resolved,50,0.8667,0.62,0.78,False,False,False,False,False,0,15.0,20.0,20.0,15.6,18.0,88.6,Does your product integrate with Salesforce and HubSpot?,Your issue has been addressed. Is there anything else?,none,wrong_information
CALL-00124,AGT-008,billing_dispute,abandoned,61,-1.0,0.41,0.0,True,False,False,False,False,1,16.0,13.28,20.0,0.0,18.0,67.28,I was charged twice on my last bill and I need this fixed immediately.,I believe I've answered that question. Is there anything else?,duplicate_charge,customer_abandoned|loop_detection_failure|agent_loop
CALL-00125,AGT-005,billing_dispute,resolved,57,0.325,0.86,0.86,False,False,False,False,False,0,20.0,20.0,20.0,17.2,18.0,95.2,There's an incorrect charge on my account. I never authorized this payment.,Your issue has been addressed. Is there anything else?,duplicate_charge|wrong_information_given,none
CALL-00126,AGT-001,billing_dispute,resolved,38,0.8667,0.62,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,My bill is way higher than it should be. Can you explain these charges?,I've noted everything on your account. Is there anything else?,none,none
CALL-00127,AGT-008,product_inquiry,resolved,46,0.8667,0.5,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,I need to know your data retention and privacy policies before signing up.,Thank you for your patience. Is there anything else I can assist with?,none,none
CALL-00128,AGT-004,technical_support,resolved,55,0.325,0.74,0.78,False,False,False,False,False,0,5.0,20.0,20.0,15.6,10.0,70.6,My service has been down for three hours. What's going on?,Is there anything else I can help you with today?,extended_wait,wrong_information
CALL-00129,AGT-002,billing_dispute,escalated,64,-0.1,0.86,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,My bill is way higher than it should be. Can you explain these charges?,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00130,AGT-002,billing_dispute,resolved,50,0.5,0.86,1.0,False,False,False,False,False,0,20.0,20.0,20.0,20.0,18.0,98.0,I was charged twice on my last bill and I need this fixed immediately.,Your issue has been addressed. Is there anything else?,duplicate_charge,none
CALL-00131,AGT-005,technical_support,resolved,45,0.8667,0.86,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,I updated the firmware and now nothing works properly.,I've resolved that for you. Do you have any other questions?,business_impact,none
CALL-00132,AGT-001,billing_dispute,abandoned,41,-0.9,0.86,0.0,False,False,False,False,False,0,20.0,16.88,20.0,0.0,18.0,74.88,I cancelled my subscription last month but you still charged me.,I've located the duplicate charge. I'll initiate a refund right away.,duplicate_charge,customer_abandoned
CALL-00133,AGT-010,billing_dispute,abandoned,47,-1.0,0.44,0.0,True,False,False,False,False,1,16.0,13.52,20.0,0.0,18.0,67.52,I was charged twice on my last bill and I need this fixed immediately.,I can see your billing history here. Let me identify that discrepancy for you.,repeat_issue|duplicate_charge,customer_abandoned|agent_loop
CALL-00134,AGT-010,account_access,escalated,65,-0.1,0.44,0.58,True,False,False,False,False,1,16.0,19.52,20.0,11.6,18.0,85.12,My account appears to be locked and I don't know why.,Please hold while I transfer you. Thank you for your patience.,none,agent_loop
CALL-00135,AGT-003,technical_support,resolved,61,0.325,0.74,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,My service has been down for three hours. What's going on?,I've noted everything on your account. Is there anything else?,extended_wait,none
CALL-00136,AGT-003,product_inquiry,resolved,57,0.325,0.56,0.78,True,False,False,False,False,1,16.0,20.0,20.0,15.6,18.0,89.6,I want to know if your premium plan includes API access.,I've resolved that for you. Do you have any other questions?,none,agent_loop
CALL-00137,AGT-006,billing_dispute,abandoned,46,-1.0,0.86,0.0,False,False,False,False,False,0,5.0,16.88,20.0,0.0,10.0,51.88,My bill is way higher than it should be. Can you explain these charges?,I've located the duplicate charge. I'll initiate a refund right away.,duplicate_charge,customer_abandoned|wrong_information
CALL-00138,AGT-010,technical_support,resolved,44,0.325,0.86,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,My device isn't connecting to the network and I've tried everything.,I've resolved that for you. Do you have any other questions?,prior_self_service_failure,none
CALL-00139,AGT-008,billing_dispute,escalated,56,-1.0,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I was charged twice on my last bill and I need this fixed immediately.,Please hold while I transfer you. Thank you for your patience.,repeat_issue|duplicate_charge,none
CALL-00140,AGT-010,technical_support,resolved,45,0.8667,0.62,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,I'm getting error code 502 every time I try to log in.,Thank you for your patience. Is there anything else I can assist with?,business_impact,none
CALL-00141,AGT-010,technical_support,resolved,48,0.8667,0.98,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,I'm getting error code 502 every time I try to log in.,I've resolved that for you. Do you have any other questions?,business_impact,none
CALL-00142,AGT-005,cancellation_request,escalated,80,-0.1,0.53,0.58,True,False,False,False,False,1,16.0,20.0,20.0,11.6,18.0,85.6,I need to downgrade or cancel. The cost is too high for what I get.,Please hold while I transfer you. Thank you for your patience.,none,loop_detection_failure|agent_loop
CALL-00143,AGT-002,product_inquiry,resolved,53,0.325,0.32,0.78,True,False,False,False,False,1,16.0,18.56,20.0,15.6,18.0,88.16,Does your product integrate with Salesforce and HubSpot?,Your issue has been addressed. Is there anything else?,none,agent_loop
CALL-00144,AGT-006,billing_dispute,resolved,47,0.0,0.86,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,I was promised a discount that never showed up on my invoice.,Is there anything else I can help you with today?,repeat_issue,none
CALL-00145,AGT-008,product_inquiry,resolved,45,0.8667,0.86,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,I need to know your data retention and privacy policies before signing up.,I've resolved that for you. Do you have any other questions?,none,none
CALL-00146,AGT-003,product_inquiry,escalated,45,-0.1,0.74,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,Does your product integrate with Salesforce and HubSpot?,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00147,AGT-002,product_inquiry,resolved,47,0.95,0.98,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,What's the difference between the business and enterprise tiers?,I've resolved that for you. Do you have any other questions?,none,none
CALL-00148,AGT-007,billing_dispute,resolved,54,-0.3,0.35,0.7,False,False,True,False,False,1,20.0,10.8,20.0,14.0,18.0,82.8,There's an incorrect charge on my account. I never authorized this payment.,Thank you for your patience. Is there anything else I can assist with?,wrong_information_given|escalating_emotion,none
CALL-00149,AGT-010,billing_dispute,resolved,60,0.8667,0.2,0.7,True,False,False,False,False,1,16.0,17.6,20.0,14.0,18.0,85.6,I cancelled my subscription last month but you still charged me.,Thank you for your patience. Is there anything else I can assist with?,none,agent_loop
CALL-00150,AGT-006,product_inquiry,escalated,58,0.2333,0.74,0.58,False,False,False,False,False,0,15.0,20.0,20.0,11.6,18.0,84.6,Can I use your service in multiple countries simultaneously?,Please hold while I transfer you. Thank you for your patience.,none,wrong_information
CALL-00151,AGT-009,technical_support,resolved,46,0.8667,0.62,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,I updated the firmware and now nothing works properly.,I've noted everything on your account. Is there anything else?,none,none
CALL-00152,AGT-002,technical_support,escalated,58,-0.6,0.74,0.46,False,False,False,False,False,0,20.0,20.0,20.0,9.2,18.0,87.2,The app keeps crashing whenever I try to open it. This is unacceptable.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00153,AGT-003,account_access,escalated,49,-0.1,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,My account appears to be locked and I don't know why.,Please hold while I transfer you. Thank you for your patience.,extended_wait,none
CALL-00154,AGT-001,technical_support,abandoned,47,-1.0,0.35,0.0,False,False,True,False,False,1,20.0,4.8,20.0,0.0,18.0,62.8,My device isn't connecting to the network and I've tried everything.,That's great! I'm so glad we could help you today.,escalating_emotion,customer_abandoned
CALL-00155,AGT-006,technical_support,abandoned,30,-1.0,0.5,0.0,False,False,False,False,False,0,20.0,14.0,20.0,0.0,18.0,72.0,My service has been down for three hours. What's going on?,Can you try clearing your cache and restarting the application?,extended_wait,customer_abandoned
CALL-00156,AGT-005,account_access,escalated,42,-0.1,0.74,0.54,False,False,False,False,False,0,20.0,20.0,20.0,10.8,18.0,88.8,I can't log into my account. I've reset my password twice already.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00157,AGT-010,technical_support,resolved,41,0.8667,0.62,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,I updated the firmware and now nothing works properly.,Thank you for your patience. Is there anything else I can assist with?,none,none
CALL-00158,AGT-008,billing_dispute,resolved,50,0.0,0.74,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,I cancelled my subscription last month but you still charged me.,Thank you for your patience. Is there anything else I can assist with?,repeat_issue,none
CALL-00159,AGT-006,billing_dispute,resolved,41,0.325,0.86,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,There's an incorrect charge on my account. I never authorized this payment.,Is there anything else I can help you with today?,wrong_information_given,none
CALL-00160,AGT-008,cancellation_request,resolved,48,0.8667,0.74,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,I need to cancel my subscription effective immediately.,Your issue has been addressed. Is there anything else?,none,none
CALL-00161,AGT-006,product_inquiry,resolved,51,0.8667,0.62,0.78,False,False,False,False,False,0,5.0,20.0,20.0,15.6,10.0,70.6,Can I use your service in multiple countries simultaneously?,Your issue has been addressed. Is there anything else?,none,wrong_information
CALL-00162,AGT-003,billing_dispute,escalated,51,-0.6,0.62,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I was charged twice on my last bill and I need this fixed immediately.,Please hold while I transfer you. Thank you for your patience.,duplicate_charge,none
CALL-00163,AGT-001,technical_support,abandoned,46,-1.0,0.2,0.0,True,False,False,False,False,1,16.0,11.6,20.0,0.0,18.0,65.6,I updated the firmware and now nothing works properly.,I'm checking our system status. There's a known outage in your region.,prior_self_service_failure|business_impact,customer_abandoned|agent_loop
CALL-00164,AGT-006,product_inquiry,resolved,41,0.8667,0.62,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,Can I use your service in multiple countries simultaneously?,I've noted everything on your account. Is there anything else?,none,none
CALL-00165,AGT-008,billing_dispute,abandoned,37,-1.0,0.86,0.0,False,False,False,False,False,0,20.0,16.88,20.0,0.0,18.0,74.88,I cancelled my subscription last month but you still charged me.,I've located the duplicate charge. I'll initiate a refund right away.,repeat_issue|duplicate_charge,customer_abandoned
CALL-00166,AGT-008,billing_dispute,abandoned,45,-1.0,0.5,0.0,False,False,False,False,False,0,20.0,14.0,20.0,0.0,18.0,72.0,There's an incorrect charge on my account. I never authorized this payment.,I can apply that discount retroactively. It should appear within 3-5 business days.,wrong_information_given,customer_abandoned
CALL-00167,AGT-005,product_inquiry,resolved,57,0.8667,0.62,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,Does your product integrate with Salesforce and HubSpot?,I've noted everything on your account. Is there anything else?,none,none
CALL-00168,AGT-007,account_access,escalated,61,-0.1,0.74,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,My account was suspended but I haven't violated any terms.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00169,AGT-008,billing_dispute,resolved,37,0.8667,0.86,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,I cancelled my subscription last month but you still charged me.,I've resolved that for you. Do you have any other questions?,none,none
CALL-00170,AGT-008,account_access,resolved,36,0.8667,0.74,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,I lost access to my email so now I can't verify my identity.,Is there anything else I can help you with today?,none,none
CALL-00171,AGT-003,billing_dispute,resolved,72,0.325,0.17,0.78,True,False,False,False,False,1,16.0,17.36,20.0,15.6,18.0,86.96,There's an incorrect charge on my account. I never authorized this payment.,Your issue has been addressed. Is there anything else?,wrong_information_given,loop_detection_failure|agent_loop
CALL-00172,AGT-006,billing_dispute,resolved,58,-0.2167,0.74,0.78,False,False,False,False,False,0,20.0,20.0,20.0,15.6,18.0,93.6,There's an incorrect charge on my account. I never authorized this payment.,Your issue has been addressed. Is there anything else?,repeat_issue|wrong_information_given,none
CALL-00173,AGT-007,technical_support,abandoned,47,-1.0,0.5,0.0,False,False,False,False,False,0,20.0,14.0,20.0,0.0,18.0,72.0,I'm getting error code 502 every time I try to log in.,I'm checking our system status. There's a known outage in your region.,prior_self_service_failure,customer_abandoned
CALL-00174,AGT-004,billing_dispute,resolved,59,0.95,0.44,0.86,True,False,False,False,False,1,16.0,19.52,20.0,17.2,18.0,90.72,I was promised a discount that never showed up on my invoice.,Thank you for your patience. Is there anything else I can assist with?,none,agent_loop
CALL-00175,AGT-006,technical_support,escalated,61,-0.6,0.62,0.46,False,False,False,False,False,0,20.0,20.0,20.0,9.2,18.0,87.2,I updated the firmware and now nothing works properly.,Please hold while I transfer you. Thank you for your patience.,prior_self_service_failure,none
CALL-00176,AGT-007,billing_dispute,resolved,58,-0.175,0.95,0.78,False,False,True,False,False,1,20.0,15.6,20.0,15.6,18.0,89.2,My bill is way higher than it should be. Can you explain these charges?,I've resolved that for you. Do you have any other questions?,escalating_emotion,none
CALL-00177,AGT-009,cancellation_request,resolved,54,0.8667,0.74,0.94,False,False,False,False,False,0,20.0,20.0,20.0,18.8,18.0,96.8,I want to cancel. The service isn't meeting my expectations.,Your issue has been addressed. Is there anything else?,none,none
CALL-00178,AGT-004,billing_dispute,resolved,58,0.325,1.0,0.78,False,False,False,False,False,0,5.0,20.0,20.0,15.6,10.0,70.6,There's an incorrect charge on my account. I never authorized this payment.,I've resolved that for you. Do you have any other questions?,wrong_information_given,wrong_information
CALL-00179,AGT-005,product_inquiry,resolved,53,0.5,0.5,0.78,False,False,False,False,False,0,15.0,20.0,20.0,15.6,18.0,88.6,What's the difference between the business and enterprise tiers?,Your issue has been addressed. Is there anything else?,none,wrong_information
CALL-00180,AGT-006,cancellation_request,escalated,65,0.2333,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I need to downgrade or cancel. The cost is too high for what I get.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00181,AGT-001,billing_dispute,escalated,66,-0.6,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I was charged twice on my last bill and I need this fixed immediately.,Please hold while I transfer you. Thank you for your patience.,duplicate_charge,none
CALL-00182,AGT-007,account_access,escalated,56,-0.1,0.74,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,My account was suspended but I haven't violated any terms.,Please hold while I transfer you. Thank you for your patience.,wrong_information_given,none
CALL-00183,AGT-005,technical_support,resolved,52,0.325,0.74,0.7,False,False,False,False,False,0,20.0,20.0,20.0,14.0,18.0,92.0,My device isn't connecting to the network and I've tried everything.,Is there anything else I can help you with today?,prior_self_service_failure,none
CALL-00184,AGT-005,billing_dispute,escalated,65,-0.1,0.98,0.66,False,True,False,False,False,1,5.0,20.0,20.0,9.2,6.0,60.2,My bill is way higher than it should be. Can you explain these charges?,Please hold while I transfer you. Thank you for your patience.,duplicate_charge,wrong_information
CALL-00185,AGT-008,technical_support,escalated,62,-0.1,0.32,0.58,True,False,False,False,False,1,16.0,18.56,20.0,11.6,18.0,84.16,My device isn't connecting to the network and I've tried everything.,Please hold while I transfer you. Thank you for your patience.,business_impact,agent_loop
CALL-00186,AGT-009,billing_dispute,escalated,53,-0.6,0.98,0.74,False,True,False,False,False,1,20.0,20.0,20.0,10.8,14.0,84.8,I was charged twice on my last bill and I need this fixed immediately.,Please hold while I transfer you. Thank you for your patience.,duplicate_charge,none
CALL-00187,AGT-004,billing_dispute,resolved,38,0.5,0.86,0.94,False,False,False,False,False,0,20.0,20.0,20.0,18.8,18.0,96.8,I was charged twice on my last bill and I need this fixed immediately.,I've noted everything on your account. Is there anything else?,duplicate_charge,none
CALL-00188,AGT-009,technical_support,escalated,73,-0.6,0.29,0.58,True,False,False,False,False,1,16.0,18.32,20.0,11.6,18.0,83.92,My service has been down for three hours. What's going on?,Please hold while I transfer you. Thank you for your patience.,extended_wait,loop_detection_failure|agent_loop
CALL-00189,AGT-009,product_inquiry,abandoned,51,-1.0,0.74,0.0,False,False,False,False,False,0,5.0,15.92,20.0,0.0,10.0,50.92,I want to know if your premium plan includes API access.,Great question. Let me pull up the full feature comparison for you.,none,customer_abandoned|wrong_information
CALL-00190,AGT-005,cancellation_request,escalated,56,0.2333,1.0,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,I've been meaning to cancel for a while. Can you process that now?,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00191,AGT-004,technical_support,escalated,57,-0.1,0.62,0.46,False,False,False,False,False,0,20.0,20.0,20.0,9.2,18.0,87.2,I updated the firmware and now nothing works properly.,Please hold while I transfer you. Thank you for your patience.,none,none
CALL-00192,AGT-002,account_access,escalated,56,-0.1,0.86,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,My account was suspended but I haven't violated any terms.,Please hold while I transfer you. Thank you for your patience.,wrong_information_given,none
CALL-00193,AGT-001,technical_support,abandoned,50,-1.0,0.2,0.0,True,False,False,False,False,1,16.0,11.6,20.0,0.0,18.0,65.6,I'm getting error code 502 every time I try to log in.,Can you try clearing your cache and restarting the application?,none,customer_abandoned|agent_loop
CALL-00194,AGT-004,product_inquiry,resolved,61,-0.175,0.47,0.7,False,False,True,False,False,1,20.0,11.76,20.0,14.0,18.0,83.76,I want to know if your premium plan includes API access.,Thank you for your patience. Is there anything else I can assist with?,escalating_emotion,none
CALL-00195,AGT-009,account_access,resolved,41,-0.175,0.47,0.7,False,False,True,False,False,1,20.0,11.76,20.0,14.0,18.0,83.76,My account was suspended but I haven't violated any terms.,Is there anything else I can help you with today?,escalating_emotion,none
CALL-00196,AGT-006,account_access,resolved,58,0.8667,0.98,0.86,False,False,False,False,False,0,5.0,20.0,20.0,17.2,10.0,72.2,My account was suspended but I haven't violated any terms.,I've resolved that for you. Do you have any other questions?,wrong_information_given,wrong_information
CALL-00197,AGT-004,account_access,escalated,55,-0.1,0.74,0.66,False,True,False,False,False,1,20.0,20.0,20.0,9.2,14.0,83.2,My account appears to be locked and I don't know why.,Please hold while I transfer you. Thank you for your patience.,wrong_information_given,none
CALL-00198,AGT-008,account_access,resolved,53,0.8667,0.5,0.86,False,False,False,False,False,0,20.0,20.0,20.0,17.2,18.0,95.2,I'm getting a two-factor authentication error even with the correct code.,Your issue has been addressed. Is there anything else?,none,none
CALL-00199,AGT-007,technical_support,escalated,48,-0.6,0.62,0.58,False,False,False,False,False,0,20.0,20.0,20.0,11.6,18.0,89.6,I'm getting error code 502 every time I try to log in.,Please hold while I transfer you. Thank you for your patience.,prior_self_service_failure,none
CALL-00200,AGT-006,technical_support,abandoned,40,-1.0,0.5,0.0,False,False,False,False,False,0,20.0,14.0,20.0,0.0,18.0,72.0,My device isn't connecting to the network and I've tried everything.,Can you try clearing your cache and restarting the application?,prior_self_service_failure,customer_abandoned
